,Game,Win Percentage of Asterisk Team
649,colorado-state v illinois,0.31163187562228545
650,colorado-state v purdue,0.28301806195757806
651,colorado-state v wisconsin,0.3290004088882005
652,colorado-state v louisiana-state,0.392139248630127
653,colorado-state v loyola-il,0.3206952433666364
654,colorado-state v saint-marys-ca,0.32757987285494805
655,colorado-state v virginia-tech,0.3222312303194066
656,colorado-state v indiana,0.37811656338878896
657,colorado-state v michigan-state,0.39574169155732775
658,colorado-state v seton-hall,0.4400062068374751
659,colorado-state v san-francisco,0.43702546707898093
660,colorado-state v providence,0.419611888575237
661,colorado-state v north-carolina,0.41517198356383367
662,colorado-state v memphis,0.44628157815354136
663,colorado-state v ohio-state,0.4319379938424748
664,colorado-state v creighton,0.49859204752833824
665,colorado-state v southern-california,0.4248965394215141
666,colorado-state v san-diego-state,0.4746167853334013
667,colorado-state v michigan,0.4600153831948102
668,colorado-state v texas,0.3577582151506773
669,colorado-state v marquette,0.5384654912227848
670,colorado-state v notre-dame,0.5338747395614544
671,colorado-state v texas-christian,0.5195977418526831
672,colorado-state v miami-fl,0.6139278552121266
673,colorado-state v davidson,0.601630302937533
674,colorado-state v murray-state,0.5914483832968078
675,colorado-state v richmond,0.7026141346840233
676,colorado-state v iowa-state,0.6432252336888841
677,colorado-state v yale,0.8164843433321711
678,colorado-state v vermont,0.6438372775020678
679,colorado-state v wright-state,0.6917488931669482
680,colorado-state v new-mexico-state,0.8635150540123474
681,colorado-state v delaware,0.9054674274497612
682,colorado-state v south-dakota-state,0.7457985076947489
683,colorado-state v saint-peters,0.9159353365732257
684,colorado-state v montana-state,0.8541297361162922
685,colorado-state v georgia-state,0.9706630273799771
686,colorado-state v texas-southern,0.9564571526055805
687,colorado-state v jacksonville-state,0.9303527238431393
688,colorado-state v longwood,0.920185888754814
689,colorado-state v norfolk-state,0.9709159670597686
690,connecticut v gonzaga,0.24258260565282452
691,connecticut v kentucky,0.368915696360514
692,connecticut v tennessee,0.3534868327115029
693,connecticut v ucla,0.37617580145530616
694,connecticut v kansas,0.36416721285858894
695,connecticut v houston,0.3990723603754488
696,connecticut v villanova,0.38272428587548535
697,connecticut v duke,0.4555354069947611
698,connecticut v illinois,0.4867105863607066
699,connecticut v iowa,0.4866473798341698
700,connecticut v wisconsin,0.5105233330153063
701,connecticut v louisiana-state,0.5662123022062019
702,connecticut v loyola-il,0.5380262851718991
703,connecticut v saint-marys-ca,0.540220877008321
704,connecticut v texas-tech,0.510723570387126
705,connecticut v michigan-state,0.5374943625997879
706,connecticut v purdue,0.5492210364267998
707,connecticut v memphis,0.5603912782471241
708,connecticut v san-francisco,0.5946645934930462
709,connecticut v north-carolina,0.5489737327816571
710,connecticut v seton-hall,0.6204122371940142
711,connecticut v virginia-tech,0.5830446738469215
712,connecticut v indiana,0.6395817528951085
713,connecticut v providence,0.6594805919926523
714,connecticut v michigan,0.6063726061904777
715,connecticut v ohio-state,0.6387616457724594
716,connecticut v marquette,0.6436557155101077
717,connecticut v creighton,0.6958412306945378
718,connecticut v san-diego-state,0.6678390794199809
719,connecticut v southern-california,0.6899090606888886
720,connecticut v notre-dame,0.7277045505703521
721,connecticut v texas,0.6276173509050251
722,connecticut v texas-christian,0.7539104995734318
723,connecticut v miami-fl,0.7914894564058105
724,connecticut v murray-state,0.7834747602065697
725,connecticut v richmond,0.8484403355580755
726,connecticut v davidson,0.8365286285131222
727,connecticut v iowa-state,0.8451654480351953
728,connecticut v yale,0.9257730728627163
729,connecticut v vermont,0.8421708168386519
730,connecticut v wright-state,0.8599965815102817
731,connecticut v new-mexico-state,0.9426818115517558
732,connecticut v saint-peters,0.9729957649796431
733,connecticut v south-dakota-state,0.837876231859124
734,connecticut v delaware,0.9806435310452005
735,connecticut v texas-southern,0.985942439248569
736,connecticut v georgia-state,0.9922138199688546
737,connecticut v montana-state,0.9516896049941707
738,connecticut v jacksonville-state,0.9847596508184141
739,connecticut v longwood,0.9880391745851771
740,connecticut v norfolk-state,0.9964241246462133
741,creighton v gonzaga,0.21762661712965584
742,creighton v houston,0.21565612231015152
743,creighton v ucla,0.2648976917710606
744,creighton v villanova,0.25223819716941975
745,creighton v kentucky,0.2673379698130657
746,creighton v loyola-il,0.3225647672103834
747,creighton v tennessee,0.2861758185070508
748,creighton v kansas,0.32967009671891645
749,creighton v saint-marys-ca,0.3330154219719918
750,creighton v duke,0.33239032982417765
751,creighton v illinois,0.3749099542680745
752,creighton v wisconsin,0.38177718976635416
753,creighton v virginia-tech,0.36496062793186007
754,creighton v san-francisco,0.4512934108249405
755,creighton v louisiana-state,0.43060537340585253
756,creighton v providence,0.4409974986020188
757,creighton v murray-state,0.5223793922076095
758,creighton v texas-tech,0.3381076341049015
759,creighton v iowa,0.3904574055271299
760,creighton v san-diego-state,0.438395931471334
761,creighton v purdue,0.3879465328276781
762,creighton v seton-hall,0.46259829880376346
763,creighton v memphis,0.4782486393879041
764,creighton v michigan-state,0.44761626060970383
765,creighton v southern-california,0.4450981583194418
766,creighton v ohio-state,0.4741154685404505
767,creighton v davidson,0.5596501436692733
768,creighton v notre-dame,0.53322634563243
769,creighton v vermont,0.5437875206207431
770,creighton v north-carolina,0.48861139720937286
771,creighton v indiana,0.44487705205480466
772,creighton v michigan,0.4934353892184089
773,creighton v wright-state,0.5074480441095814
774,creighton v marquette,0.5565847603787504
775,creighton v texas,0.40149411372478444
776,creighton v richmond,0.6508752070419428
777,creighton v miami-fl,0.6251720504409097
778,creighton v texas-christian,0.5393853997451123
779,creighton v new-mexico-state,0.7336429654907541
780,creighton v yale,0.7025288741028871
781,creighton v saint-peters,0.7739967064054101
782,creighton v iowa-state,0.6236417913424848
783,creighton v texas-southern,0.8183784674113098
784,creighton v delaware,0.797276096698676
785,creighton v georgia-state,0.8597830614823498
786,creighton v south-dakota-state,0.7608845523788523
787,creighton v jacksonville-state,0.8394621924554846
788,creighton v montana-state,0.7699982170054072
789,creighton v longwood,0.8571179770162822
790,creighton v norfolk-state,0.9020012030667406
791,davidson v gonzaga,0.05618463901854146
792,davidson v kentucky,0.10069016643389572
793,davidson v duke,0.1233799774712288
794,davidson v iowa,0.14910424273961592
795,davidson v tennessee,0.15575264495476687
796,davidson v kansas,0.16239430004194666
797,davidson v ucla,0.14489692106294838
798,davidson v houston,0.11819644070614507
799,davidson v villanova,0.15039767503678886
800,davidson v texas-tech,0.17252626461263032
801,davidson v illinois,0.22097772265309412
802,davidson v purdue,0.18038088923256462
803,davidson v wisconsin,0.248380971868011
804,davidson v louisiana-state,0.3149116752787981
805,davidson v loyola-il,0.24602903309716895
806,davidson v north-carolina,0.30079970982012716
807,davidson v indiana,0.29038557096199363
808,davidson v michigan-state,0.3027563688195901
809,davidson v saint-marys-ca,0.26500064899015674
810,davidson v san-francisco,0.3389390538708818
811,davidson v virginia-tech,0.23627852895988538
812,davidson v memphis,0.3467138366882007
813,davidson v seton-hall,0.36095833226706237
814,davidson v providence,0.326849297082468
815,davidson v ohio-state,0.3349233786188442
816,davidson v marquette,0.44555417069161385
817,davidson v southern-california,0.3298008059025014
818,davidson v michigan,0.36635290795150105
819,davidson v san-diego-state,0.4418968475566929
820,davidson v notre-dame,0.441822667582605
821,davidson v texas,0.2829571627343125
822,davidson v texas-christian,0.4404777698404931
823,davidson v miami-fl,0.5071112442496939
824,davidson v richmond,0.6379370545544856
825,davidson v murray-state,0.5003594950407682
826,davidson v iowa-state,0.6006564994376249
827,davidson v yale,0.7949329671801768
828,davidson v wright-state,0.6534201740279132
829,davidson v vermont,0.5663315137088811
830,davidson v south-dakota-state,0.6577185655922991
831,davidson v new-mexico-state,0.842063545789348
832,davidson v delaware,0.8855491767316189
833,davidson v saint-peters,0.9304586074889765
834,davidson v montana-state,0.8417881915377674
835,davidson v texas-southern,0.9667942283655593
836,davidson v georgia-state,0.9737686912340539
837,davidson v jacksonville-state,0.9256182643589823
838,davidson v longwood,0.8965130906409053
839,davidson v norfolk-state,0.9730729115551656
840,delaware v gonzaga,0.03200484153899151
841,delaware v houston,0.010115318486950822
842,delaware v kentucky,0.02390072128999088
843,delaware v duke,0.0302284301485182
844,delaware v ucla,0.02928954412681705
845,delaware v villanova,0.023327024135420094
846,delaware v texas-tech,0.034396805494767244
847,delaware v purdue,0.03666561426046667
848,delaware v virginia-tech,0.03177308919625987
849,delaware v loyola-il,0.0413703459256268
850,delaware v iowa,0.06535716192734457
851,delaware v tennessee,0.058167378603035766
852,delaware v saint-marys-ca,0.0516433367804749
853,delaware v kansas,0.09265034042083883
854,delaware v providence,0.07876956634159758
855,delaware v wisconsin,0.08704839132684053
856,delaware v illinois,0.08276286908190147
857,delaware v texas,0.05191098345320176
858,delaware v indiana,0.09574812808593265
859,delaware v southern-california,0.08423212424559223
860,delaware v louisiana-state,0.1776324001267095
861,delaware v ohio-state,0.10239195904955448
862,delaware v san-diego-state,0.15268450065471242
863,delaware v seton-hall,0.16586910108703878
864,delaware v notre-dame,0.14197462399049626
865,delaware v san-francisco,0.18179533291114863
866,delaware v texas-christian,0.1357682410112207
867,delaware v michigan-state,0.15782855859926787
868,delaware v murray-state,0.1524303657469818
869,delaware v memphis,0.23061186448077736
870,delaware v north-carolina,0.2016121481021399
871,delaware v michigan,0.170917243156202
872,delaware v vermont,0.14834004323382596
873,delaware v miami-fl,0.24137849080305468
874,delaware v richmond,0.3086258838474901
875,delaware v iowa-state,0.2522195245655286
876,delaware v marquette,0.3331629414094151
877,delaware v wright-state,0.28752230841683707
878,delaware v yale,0.5295432915483027
879,delaware v new-mexico-state,0.496762181598049
880,delaware v saint-peters,0.600405122907862
881,delaware v texas-southern,0.7160353516498295
882,delaware v longwood,0.5229889413080813
883,delaware v georgia-state,0.7904170382699225
884,delaware v south-dakota-state,0.5036348428814893
885,delaware v jacksonville-state,0.5848160144611083
886,delaware v montana-state,0.5611315870645199
887,delaware v norfolk-state,0.7277903917716311
888,duke v gonzaga,0.314958754973356
889,duke v tennessee,0.3457063911961896
890,duke v ucla,0.3865072792457797
891,duke v kansas,0.3685963559234622
892,duke v villanova,0.3864253031070577
893,duke v kentucky,0.40797465479082934
894,duke v houston,0.47456799693195306
895,duke v illinois,0.48680350891316915
896,duke v wisconsin,0.49836807026336416
897,duke v loyola-il,0.569815389016518
898,duke v louisiana-state,0.5602303984067747
899,duke v michigan-state,0.5112695792838033
900,duke v saint-marys-ca,0.5507962970073534
901,duke v memphis,0.5270639684654048
902,duke v iowa,0.5282795291328652
903,duke v north-carolina,0.5238534052362276
904,duke v san-francisco,0.5939064871332194
905,duke v seton-hall,0.6009425011511336
906,duke v texas-tech,0.5346774217096055
907,duke v marquette,0.5906828875385316
908,duke v virginia-tech,0.6004016779755319
909,duke v purdue,0.5933867641372117
910,duke v michigan,0.5916441768603009
911,duke v providence,0.6760928806944718
912,duke v san-diego-state,0.6458537268197009
913,duke v ohio-state,0.6479808288486012
914,duke v notre-dame,0.7030514664487161
915,duke v indiana,0.642453244715727
916,duke v miami-fl,0.7723027043795836
917,duke v southern-california,0.7396966631759813
918,duke v richmond,0.8093585453133342
919,duke v texas-christian,0.7345989040709376
920,duke v texas,0.6724020628638632
921,duke v murray-state,0.8460347984090226
922,duke v yale,0.8790262388128285
923,duke v iowa-state,0.8201363044979416
924,duke v wright-state,0.8583870351205061
925,duke v new-mexico-state,0.9339177903200142
926,duke v vermont,0.9157236544652594
927,duke v saint-peters,0.9510843747818727
928,duke v texas-southern,0.960791604384208
929,duke v south-dakota-state,0.902819627753277
930,duke v georgia-state,0.9788053501939094
931,duke v montana-state,0.9634523691941229
932,duke v jacksonville-state,0.9868077663009525
933,duke v norfolk-state,0.9963037083361319
934,duke v longwood,0.9938837550173756
935,georgia-state v gonzaga,0.04051455806657056
936,georgia-state v houston,0.0022848562859372236
937,georgia-state v kentucky,0.016930442540867577
938,georgia-state v loyola-il,0.0119988447684449
939,georgia-state v ucla,0.012483041886792046
940,georgia-state v villanova,0.007099216444588667
941,georgia-state v virginia-tech,0.010743018175797626
942,georgia-state v saint-marys-ca,0.016702589671993694
943,georgia-state v vermont,0.01897615080289171
944,georgia-state v murray-state,0.03772210729427962
945,georgia-state v purdue,0.017952665331807227
946,georgia-state v texas-tech,0.024876554227874267
947,georgia-state v providence,0.03006189002760292
948,georgia-state v tennessee,0.0387399943970399
949,georgia-state v iowa,0.05519333451679306
950,georgia-state v kansas,0.07160057443118097
951,georgia-state v southern-california,0.03256738641604204
952,georgia-state v wisconsin,0.05115059835500118
953,georgia-state v illinois,0.04858495789975477
954,georgia-state v san-diego-state,0.09060117372641809
955,georgia-state v texas,0.024140720906430792
956,georgia-state v ohio-state,0.03999410243464699
957,georgia-state v san-francisco,0.1176926574836112
958,georgia-state v notre-dame,0.061472753634415025
959,georgia-state v wright-state,0.07257364115603647
960,georgia-state v indiana,0.06753994373397075
961,georgia-state v louisiana-state,0.14851796919250618
962,georgia-state v seton-hall,0.10969845667787183
963,georgia-state v memphis,0.18757681352815733
964,georgia-state v michigan-state,0.103813114687371
965,georgia-state v miami-fl,0.12918500557793863
966,georgia-state v richmond,0.1703641359175069
967,georgia-state v texas-christian,0.08129233593920655
968,georgia-state v michigan,0.08460523401728083
969,georgia-state v north-carolina,0.15813164452087322
970,georgia-state v new-mexico-state,0.2070081720695936
971,georgia-state v yale,0.37515561061543157
972,georgia-state v texas-southern,0.4722160438954859
973,georgia-state v marquette,0.27310656559047575
974,georgia-state v saint-peters,0.3690972216947729
975,georgia-state v iowa-state,0.17325227553421446
976,georgia-state v longwood,0.16597362676313782
977,georgia-state v jacksonville-state,0.1968173447086658
978,georgia-state v norfolk-state,0.3509083146879505
979,georgia-state v south-dakota-state,0.24934277913523017
980,georgia-state v montana-state,0.25852478577839844
981,gonzaga v kansas,0.4388566560875229
982,gonzaga v tennessee,0.4525902669909855
983,gonzaga v ucla,0.5209992527713794
984,gonzaga v memphis,0.5664657222241972
985,gonzaga v villanova,0.5208164147386698
986,gonzaga v north-carolina,0.5631915247897157
987,gonzaga v marquette,0.6050076205303812
988,gonzaga v kentucky,0.5889780339809434
989,gonzaga v michigan-state,0.5777013031817732
990,gonzaga v illinois,0.5993938996103931
991,gonzaga v wisconsin,0.6170849220088046
992,gonzaga v san-francisco,0.6703292390878081
993,gonzaga v louisiana-state,0.686851984471077
994,gonzaga v seton-hall,0.7053985080117715
995,gonzaga v houston,0.7034229570554227
996,gonzaga v loyola-il,0.7302431535514663
997,gonzaga v iowa,0.6811793801660315
998,gonzaga v saint-marys-ca,0.7146804110949345
999,gonzaga v michigan,0.6547711700107031
1000,gonzaga v notre-dame,0.7664178929630767
1001,gonzaga v san-diego-state,0.7935581666529783
1002,gonzaga v ohio-state,0.7517445400809257
1003,gonzaga v miami-fl,0.8037401014249212
1004,gonzaga v providence,0.800208789610794
1005,gonzaga v richmond,0.8305232186257154
1006,gonzaga v virginia-tech,0.7655610170347161
1007,gonzaga v texas-tech,0.7579604458504989
1008,gonzaga v purdue,0.7672475600160182
1009,gonzaga v yale,0.8766846087698783
1010,gonzaga v indiana,0.8124911478241794
1011,gonzaga v wright-state,0.8751763294710702
1012,gonzaga v murray-state,0.9140495629182941
1013,gonzaga v texas-southern,0.9272304149168974
1014,gonzaga v texas-christian,0.8585333616314204
1015,gonzaga v southern-california,0.8857825669744892
1016,gonzaga v new-mexico-state,0.9346960571598214
1017,gonzaga v saint-peters,0.9563256378033047
1018,gonzaga v iowa-state,0.9255913715133877
1019,gonzaga v texas,0.8592032933905311
1020,gonzaga v south-dakota-state,0.9399593859221239
1021,gonzaga v vermont,0.9709730237230643
1022,gonzaga v montana-state,0.9831048156242863
1023,gonzaga v jacksonville-state,0.9918237956427891
1024,gonzaga v norfolk-state,0.9960668050169081
1025,gonzaga v longwood,0.9980856234518318
1026,houston v kentucky,0.45548377189621336
1027,houston v kansas,0.45344962646946346
1028,houston v tennessee,0.4625587699654843
1029,houston v ucla,0.48736180083090713
1030,houston v iowa,0.5437542682302972
1031,houston v villanova,0.5006854822227105
1032,houston v illinois,0.5878386834263643
1033,houston v louisiana-state,0.6638059021581975
1034,houston v wisconsin,0.6156676215312739
1035,houston v michigan-state,0.6410303369481749
1036,houston v north-carolina,0.6353868402138827
1037,houston v purdue,0.6218529931762509
1038,houston v texas-tech,0.614353507848565
1039,houston v memphis,0.6643275370595839
1040,houston v san-francisco,0.6817593405975143
1041,houston v loyola-il,0.64750498516592
1042,houston v seton-hall,0.7194829564929088
1043,houston v saint-marys-ca,0.6583075121117068
1044,houston v marquette,0.7399091993649576
1045,houston v indiana,0.7212129492123358
1046,houston v michigan,0.7083153928346622
1047,houston v ohio-state,0.7265623918203971
1048,houston v virginia-tech,0.6850271372215282
1049,houston v providence,0.7458525349789125
1050,houston v san-diego-state,0.7834039378685842
1051,houston v southern-california,0.7649245739898216
1052,houston v notre-dame,0.8128863833812732
1053,houston v miami-fl,0.8480240354816522
1054,houston v texas-christian,0.8441445112311408
1055,houston v texas,0.7222754120695156
1056,houston v richmond,0.9064988875292357
1057,houston v murray-state,0.8360295228293837
1058,houston v iowa-state,0.9149753222419695
1059,houston v yale,0.9581625465229615
1060,houston v wright-state,0.8981726924042643
1061,houston v south-dakota-state,0.8690051277833521
1062,houston v vermont,0.8668830998628962
1063,houston v new-mexico-state,0.9705396611601416
1064,houston v saint-peters,0.9912350342010539
1065,houston v montana-state,0.9649778594709524
1066,houston v texas-southern,0.9960672305555056
1067,houston v jacksonville-state,0.9918912663317555
1068,houston v longwood,0.9909095159818527
1069,houston v norfolk-state,0.9983502111826033
1070,illinois v villanova,0.3783378869524482
1071,illinois v ucla,0.4060642936936894
1072,illinois v tennessee,0.40118879474659824
1073,illinois v kansas,0.4535664770433325
1074,illinois v kentucky,0.4433670714975092
1075,illinois v saint-marys-ca,0.48562343740531416
1076,illinois v wisconsin,0.5031485185605055
1077,illinois v loyola-il,0.5148685794203616
1078,illinois v louisiana-state,0.5610210073913527
1079,illinois v michigan-state,0.5524076917494427
1080,illinois v san-francisco,0.6004577567008589
1081,illinois v seton-hall,0.5906531926340283
1082,illinois v ohio-state,0.601507609024019
1083,illinois v michigan,0.5949198909731113
1084,illinois v virginia-tech,0.5494650675956143
1085,illinois v purdue,0.546789543126152
1086,illinois v memphis,0.6098730061686803
1087,illinois v providence,0.6140540619372876
1088,illinois v iowa,0.5551040372977339
1089,illinois v north-carolina,0.5987730443422041
1090,illinois v san-diego-state,0.590485317307618
1091,illinois v texas-tech,0.5224773900566861
1092,illinois v marquette,0.6601662019103935
1093,illinois v notre-dame,0.67985026497947
1094,illinois v indiana,0.595491522311248
1095,illinois v southern-california,0.6471760835410199
1096,illinois v miami-fl,0.7448824247293272
1097,illinois v murray-state,0.7615713170366787
1098,illinois v richmond,0.7814266114321256
1099,illinois v texas-christian,0.6900277159604369
1100,illinois v texas,0.586462063835713
1101,illinois v wright-state,0.7301998620730044
1102,illinois v yale,0.8330835825238327
1103,illinois v iowa-state,0.7491711195994559
1104,illinois v new-mexico-state,0.8719384894259301
1105,illinois v vermont,0.8223646360489918
1106,illinois v saint-peters,0.9066138294533115
1107,illinois v south-dakota-state,0.8603216128716595
1108,illinois v texas-southern,0.9439735097403736
1109,illinois v montana-state,0.8720785151160831
1110,illinois v jacksonville-state,0.9388646888397254
1111,illinois v longwood,0.9518751928227773
1112,illinois v norfolk-state,0.9711419090356341
1113,indiana v ucla,0.29178743664425144
1114,indiana v kentucky,0.27821982763320957
1115,indiana v villanova,0.3010027797487077
1116,indiana v tennessee,0.2880995847644835
1117,indiana v loyola-il,0.3976338520153585
1118,indiana v kansas,0.3195285289062343
1119,indiana v saint-marys-ca,0.41054982682232827
1120,indiana v wisconsin,0.416761220969476
1121,indiana v texas-tech,0.36790270242450096
1122,indiana v virginia-tech,0.446424077189525
1123,indiana v louisiana-state,0.44866869879480964
1124,indiana v iowa,0.40829297646300067
1125,indiana v san-francisco,0.48687765693888896
1126,indiana v providence,0.5285447952189614
1127,indiana v memphis,0.4658334859972435
1128,indiana v purdue,0.45842474338275063
1129,indiana v seton-hall,0.5011060986037859
1130,indiana v san-diego-state,0.5010680228830884
1131,indiana v michigan-state,0.4659275934678908
1132,indiana v murray-state,0.6488604575215813
1133,indiana v north-carolina,0.483744606413364
1134,indiana v southern-california,0.5428599603609021
1135,indiana v notre-dame,0.6048490594965341
1136,indiana v ohio-state,0.5597387750485094
1137,indiana v marquette,0.5493139241252915
1138,indiana v michigan,0.5438207258637213
1139,indiana v texas,0.48429906183245736
1140,indiana v vermont,0.704457272762973
1141,indiana v texas-christian,0.594899987219149
1142,indiana v richmond,0.721347820213213
1143,indiana v miami-fl,0.6954564413275444
1144,indiana v wright-state,0.6686103371497668
1145,indiana v yale,0.7764697349375881
1146,indiana v iowa-state,0.6793641760365838
1147,indiana v new-mexico-state,0.8454611820355015
1148,indiana v saint-peters,0.8535526001185179
1149,indiana v texas-southern,0.8782431919800954
1150,indiana v south-dakota-state,0.8145498739637336
1151,indiana v montana-state,0.8711112703345545
1152,indiana v jacksonville-state,0.9363658821776287
1153,indiana v longwood,0.9434873233391325
1154,indiana v norfolk-state,0.9613264206859191
1155,iowa v tennessee,0.316753079753484
1156,iowa v ucla,0.3565957907579195
1157,iowa v villanova,0.35287615507227127
1158,iowa v kansas,0.34741690754982835
1159,iowa v kentucky,0.38526591556494283
1160,iowa v wisconsin,0.452855305308711
1161,iowa v loyola-il,0.5347820958749997
1162,iowa v saint-marys-ca,0.5058789975370437
1163,iowa v memphis,0.4788251485334535
1164,iowa v michigan-state,0.46739659104531855
1165,iowa v louisiana-state,0.5109969082142273
1166,iowa v north-carolina,0.4784535882601323
1167,iowa v san-francisco,0.5500421748043589
1168,iowa v seton-hall,0.5462352191981457
1169,iowa v marquette,0.5321457391750646
1170,iowa v virginia-tech,0.554548543054637
1171,iowa v texas-tech,0.49407618342059356
1172,iowa v providence,0.62944815532041
1173,iowa v san-diego-state,0.5906169013942038
1174,iowa v michigan,0.5502653396197819
1175,iowa v notre-dame,0.6428586617987699
1176,iowa v purdue,0.5598712214061119
1177,iowa v ohio-state,0.6094048815482436
1178,iowa v richmond,0.7442938946551272
1179,iowa v miami-fl,0.7157040947499231
1180,iowa v southern-california,0.7009734589659048
1181,iowa v murray-state,0.8207049517156948
1182,iowa v texas-christian,0.6646478698028999
1183,iowa v yale,0.8077838256990857
1184,iowa v texas,0.6266515109479993
1185,iowa v wright-state,0.7749310017662008
1186,iowa v new-mexico-state,0.8912091357925794
1187,iowa v iowa-state,0.7478651456899552
1188,iowa v texas-southern,0.9056011543669436
1189,iowa v saint-peters,0.9046411150221682
1190,iowa v vermont,0.8994817727646716
1191,iowa v south-dakota-state,0.8873369203432651
1192,iowa v montana-state,0.9348928673023897
1193,iowa v jacksonville-state,0.9703555313356387
1194,iowa v norfolk-state,0.9857364801694091
1195,iowa v longwood,0.9850151108585108
1196,iowa-state v kentucky,0.12894547480900645
1197,iowa-state v ucla,0.13815545176534544
1198,iowa-state v loyola-il,0.16826443340466873
1199,iowa-state v villanova,0.14331752927450755
1200,iowa-state v tennessee,0.16772249477600118
1201,iowa-state v saint-marys-ca,0.1994351737782007
1202,iowa-state v texas-tech,0.18912965628747808
1203,iowa-state v kansas,0.2036175168275533
1204,iowa-state v murray-state,0.32066330310044966
1205,iowa-state v virginia-tech,0.2220445893553964
1206,iowa-state v providence,0.2915501770796275
1207,iowa-state v vermont,0.3196708430705134
1208,iowa-state v wisconsin,0.25653182131976976
1209,iowa-state v southern-california,0.2875968722225367
1210,iowa-state v purdue,0.2571670555045895
1211,iowa-state v louisiana-state,0.29682527242472323
1212,iowa-state v san-francisco,0.3156045188877443
1213,iowa-state v san-diego-state,0.2932315591807189
1214,iowa-state v texas,0.2613371782255389
1215,iowa-state v seton-hall,0.33415485099490927
1216,iowa-state v memphis,0.3381568686898668
1217,iowa-state v michigan-state,0.3349380234555891
1218,iowa-state v notre-dame,0.3969296951892175
1219,iowa-state v ohio-state,0.3601908095619305
1220,iowa-state v north-carolina,0.3675201885336056
1221,iowa-state v wright-state,0.4193406894502323
1222,iowa-state v texas-christian,0.401775031140045
1223,iowa-state v michigan,0.3921231623759695
1224,iowa-state v marquette,0.4410063288917468
1225,iowa-state v richmond,0.5364388259585551
1226,iowa-state v miami-fl,0.5216290131052528
1227,iowa-state v new-mexico-state,0.6495949563585348
1228,iowa-state v yale,0.6144256047065619
1229,iowa-state v saint-peters,0.6569931939040212
1230,iowa-state v texas-southern,0.7168663937703625
1231,iowa-state v longwood,0.7677656056270055
1232,iowa-state v montana-state,0.6931707602472359
1233,iowa-state v jacksonville-state,0.779445493964579
1234,iowa-state v norfolk-state,0.8412853708702235
1235,iowa-state v south-dakota-state,0.646662714625589
1236,jacksonville-state v kentucky,0.010561497634908809
1237,jacksonville-state v ucla,0.02163207568778752
1238,jacksonville-state v villanova,0.022062965877868407
1239,jacksonville-state v texas-tech,0.023922810099783733
1240,jacksonville-state v purdue,0.024277215682994294
1241,jacksonville-state v loyola-il,0.031092768294464838
1242,jacksonville-state v virginia-tech,0.0290974855879566
1243,jacksonville-state v tennessee,0.04446309370465586
1244,jacksonville-state v kansas,0.06301062733044935
1245,jacksonville-state v saint-marys-ca,0.04750780999966824
1246,jacksonville-state v wisconsin,0.06599186233138787
1247,jacksonville-state v providence,0.05622075826726228
1248,jacksonville-state v southern-california,0.06548452981795577
1249,jacksonville-state v texas,0.06379160408332872
1250,jacksonville-state v ohio-state,0.07612209019066227
1251,jacksonville-state v louisiana-state,0.1312864630355331
1252,jacksonville-state v san-francisco,0.13087059984182
1253,jacksonville-state v san-diego-state,0.13176121091214604
1254,jacksonville-state v seton-hall,0.12934203506204664
1255,jacksonville-state v michigan-state,0.12726575148389457
1256,jacksonville-state v notre-dame,0.11211102135262642
1257,jacksonville-state v memphis,0.1930085523101578
1258,jacksonville-state v north-carolina,0.1581515537306551
1259,jacksonville-state v texas-christian,0.11786703734438408
1260,jacksonville-state v murray-state,0.11667187778060209
1261,jacksonville-state v michigan,0.14030720577547706
1262,jacksonville-state v miami-fl,0.17439012455204833
1263,jacksonville-state v vermont,0.1351975815967018
1264,jacksonville-state v marquette,0.29516150319770523
1265,jacksonville-state v richmond,0.2586161106664489
1266,jacksonville-state v wright-state,0.24575140987480437
1267,jacksonville-state v yale,0.5091034961465551
1268,jacksonville-state v new-mexico-state,0.43599721221227616
1269,jacksonville-state v saint-peters,0.6203788796249579
1270,jacksonville-state v texas-southern,0.7614480675513373
1271,jacksonville-state v south-dakota-state,0.3989725298934265
1272,jacksonville-state v longwood,0.43894668562008093
1273,jacksonville-state v montana-state,0.48788983520584955
1274,jacksonville-state v norfolk-state,0.6489298942237915
1275,kansas v villanova,0.42629979182061817
1276,kansas v tennessee,0.45411632585679007
1277,kansas v ucla,0.4710866213710351
1278,kansas v wisconsin,0.5479417001619407
1279,kansas v saint-marys-ca,0.5532481905687274
1280,kansas v michigan-state,0.5678357830712377
1281,kansas v loyola-il,0.6013096749763894
1282,kansas v san-francisco,0.6368683052272284
1283,kansas v michigan,0.5950822764792381
1284,kansas v memphis,0.6300444499535162
1285,kansas v louisiana-state,0.6232822388657117
1286,kansas v north-carolina,0.6148694593838111
1287,kansas v seton-hall,0.6301434738547069
1288,kansas v kentucky,0.5600675289989214
1289,kansas v ohio-state,0.6290849173304738
1290,kansas v marquette,0.6536926475748472
1291,kansas v san-diego-state,0.6574285646323899
1292,kansas v notre-dame,0.6940663029937038
1293,kansas v providence,0.6755346883114914
1294,kansas v miami-fl,0.7409838099536916
1295,kansas v virginia-tech,0.6291297555393255
1296,kansas v purdue,0.6370230725977343
1297,kansas v richmond,0.7751671883065181
1298,kansas v murray-state,0.8290137041138963
1299,kansas v wright-state,0.7323993991023512
1300,kansas v texas-tech,0.6457357102736017
